"id";"Titulo";"anoLetivo";"avaliacaoProposta";"coorientador";"dataEstado";"dataProposta";"descricao";"entidade";"estado";"idGrupo";"idtfc";"motivoRecusa";"numeroInscricoes";"orientador";"orientadorProposto";"preponente";"semestre";"tecnologias"
338;Mapping Physical Interaction with Virtual: a study on Haptics, Physical and Virtual Movement;"2022";;;"2022-10-07";"2022-10-07";VR interaction has limitations because no physical object or mass is present when interacting with Virtual Objects. This study intends to map virtual interaction with an actual physical object to understand if users feel a higher sense of immersion than traditional VR manipulation. The goal is to incorporate hand-tracking and motion capture techniques with VR with the purpose of constructing a one-to-one mapping between the physical and virtual interaction, such as opening a door.;101;Publicado;;DEISI338;;1;p5441;;p5441;0;
339;Numerical Performance of Scientific Programming Languages;"2022";;;"2022-10-07";"2022-10-07";This project aims to compare the numerical performance of five scientific programming languages/environments â€“ Python/NumPy, R, MATLAB, Octave and Julia â€“ under different operating systems â€“ Linux, Mac, Windows â€“ and hardware â€“ single core and multicore CPUs. The software to be used for this purpose is already implemented in all the languages, consisting of a synthetic cluster generator. Results of this study aim to inform the scientific community of the pros and cons of the tested languages.;;Publicado;;DEISI339;;0;p5441;;p5441;0;
340;Landscaper Ants;"2022";;;"2022-10-07";"2022-10-07";This project aims to study the use of optimization algorithms such as Ant Colony Optimization, Artificial Bee Colony, Bat Algorithm and other nature-inspired algorithms to procedurally generate artificial landscapes similar to what one would find in real-life natural and man-made locations. A preliminary work employing Particle Swarm Optimization is available at https://www.mdpi.com/1099-4300/22/11/1284 (check the link to the vídeos).;;A Aguardar Atribuição;;DEISI340;;0;p5441;;p5441;0;
341;Aplicação de Inteligência Artificial para estudo de prâtica clínica inovadora;"2022";;;"2022-10-07";"2022-10-07";Em parceria com o Centro de Medicina de Reabilitação de Alcoitão, referência de Excelência internacional, propomos uma anâlise e aplicação de inteligência artificial para dados de um tratamento clínico inovador. O estudo dos dados resultantes da aplicação da Toxina Botulínica para lesões do sistema nervoso central permitirâ conhecimento, até então por explorar, para suporte clínico e apoio à decisão . Co-orientação da Prof. Maria Silva.;100;Publicado;;DEISI341;;3;p6949;;p6949;0;
342;Projeto de Machine Learning;"2022";Recusado;;"2022-10-07";"2022-10-07";Projeto no âmbito de Data Science (com foco em Machine Learning) ainda por definir entre empresa e universidade.;103;Recusado;;Aluno342;Tem que existir contexto, tema ou orientador, de outra forma não é possível avaliar o esforço esperado para TFC;0;p2703;p2703;a21906962;0;
343;Deteção e mitigação/correção de doenças oculares;"2022";;p6115;"2022-10-07";"2022-10-07";"Criação de solução tecnológica que facilite a deteção, diagnóstico e/ou correção/mitigação de doenças oculares. O Objetivo é fazer evoluir os processos de deteção e diagnóstico ou, em determinados casos o suporte das novas tecnologias à mitigação e correção de algumas dessas doenças.
";104;Publicado;;DEISI343;;0;p5403;;p5403;0;
344;Analise de dados sobre a criminalidade em lisboa;"2022";Recusado;;"2022-10-07";"2022-10-07";Eu gostaria de desenvolver um projeto onde conseguisse analisar a criminalidade na regiao de lisboa, sabendo a que horas e em que zonas, os diferentes tipos de crimes são cometidos.;10;Recusado;;Aluno344;Tema interessante, mas não tem fundamentação suficiente para ser aceite. Não são indicadas tecnologias, abordagem ao problema nem referência a fontes para dados. É necessârio demonstrar viabilidade ou indicar orientador/entidade externa que a suportem;0;p2703;p2703;a22103831;0;
345;Estudo das chamadas de emergência realizadas;"2022";;;"2022-10-07";"2022-10-07";"Este TFC tem como objetivo analisar as chamadas que são realizadas para o 112, de forma a poder-se perceber alguma da sua casuística que poderão ser utilizadas na implementação de ações de otimização dos recursos. 
Co-orientação: Iolanda Velho";97;Publicado;;DEISI345;;4;p6301;;p6301;0;
348;Plataforma de gestão para uma  lavandaria e engomadoria;"2022";Aceite;;"2022-10-07";"2022-10-07";"Eu  tenho duas lojas destas e pretendemos criar uma plataforma que ajude a fazer a gestão da parte de engomadoria e também para gerir as mâquinas de lavar e secar.
Pretendemos que a plataforma nos diga a disponibilidade das mâquinas (se estão a ser utilizadas ou não.), queremos fazer uma ârea onde trabalhadores podem logar as suas entradas e saídas, gerir as peças que entram para a engomadoria, estatísticas de quantas peças cada funcionârio passa por dia.";98;Publicado;116;G348;;1;p5617;p5617;a22004314;0;
350;Add On PHC: Gestão escolar;"2022";;;"2022-10-07";"2022-10-07";"Pretende-se devolver Add-on de gestão escolar para o ERP PHC
O desenvolvimento poderâ incluir, entre outros, gestão de aluno, docentes, turmas, horârios, espaços, facturação e vencimentos";105;Publicado;;DEISI350;;4;p2703;;p2703;0;
351;Add On PHC: exportação para Excel;"2022";;;"2022-10-07";"2022-10-07";Desenvolver objectos de exportação do ERP PHC-Go e add-in complementares em Excel de modo a permitir anâlise de dados na ferramenta da Microsoft;105;Publicado;;DEISI351;;1;p2703;;p2703;0;
352;Add On PHC: Messaging;"2022";;;"2022-10-07";"2022-10-07";"Desenvolver modulo de comunicação com SMS, Instant messaging e redes sociais para o ERP PHC-Go
Pretende-se que o ERP possa enviar mensagens, para entidades externas ou utilizadores, utilizando as ferramentas e recursos mais recentes (SMS, messenger, whatsapp, etc.)";105;Publicado;;DEISI352;;2;p2703;;p2703;0;
353;Sistema de Registo de Presenças;"2022";;;"2022-10-07";"2022-10-07";Criação de um sistema de marcação de presenças, que fizesse o registo de presenças dos alunos nas salas de aula, através das tecnologias Geolocalização e QRCode;;A Aguardar Aprovação;;Aluno353;;0;;;a21006894;0;
354;Aplicação MentHA;"2022";;;"2022-10-07";"2022-10-07";O projeto MentHA - Mental Health and Aging (https://mentha-digital.herokuapp.com/) visa o treino cognitivo de adultos mais velhos com demência. Pretende-se continuar o desenvolvimento das aplicações desenvolvidas em TFCs anteriores. O trabalho irâ consistir na integração de novas funcionalidades, acompanhamento da sua aplicação nos parceiros do projeto (Cruz Vermelha Portuguesa, FamiliarMente,Elo Social,ASMAL,ADEB,GIRA) e introdução de melhorias sugeridas. Trabalho jâ atribuido.;88;Publicado;;DEISI354;;1;p6069;;p6069;0;
355;TASTE um IDE para Software de Satelites;"2022";;;"14/09/2023";"10/07/2023";"A Agência Espacial Europeia (ESA) tem desenvolvido um Ambiente de Desenvolvimento Integrado (IDE) para software espacial, que suporta programação em Ada, C, SDL, Matlab/Simulink e outras linguagens. Este IDE chama-se TASTE (https://taste.tools/).

Neste TFC, os alunos irão adicionar melhorias ao IDE, nomeadamente aumentar o seu suporte para o desenvolvimento de vârias aplicações em simultâneo, e criando uma GUI própria para esse fim.";109;A Aguardar Atribuição;;DEISI355;;;p6902;;p6902;0;
356;Modelo IA para codigo seguindo standard MISRA;"2022";;;"10/07/2023";"10/07/2023";"O MISRA (Motor Industry Software Reliability Association) é uma associação que estabelece diretrizes e melhores prâticas para o desenvolvimento de software na indústria automotiva e em outros setores que requerem alta confiabilidade e segurança. MISRA C é o standard para desenvolver software em C.
O aluno é convidado a fazer uma modelo IA que analisa codigo C, e consegue o corrigir para ficar em linha com o MISRA.";17;A Aguardar Atribuição;;DEISI356;;;p6902;;p6902;0;
358;Plugin DP para Professores;"2022";;;"06/09/2023";"06/09/2023";"Pretende-se melhorar um plugin que permite aos professores interagir com o sistema Drop Project directamente a partir do IDE IntelliJ.

Este projecto jâ estâ atribuído ao aluno João Marques.
";;A Aguardar Atribuição;;DEISI358;;;p4453;;p4453;0;
359;Tratamento audio- podcasts;"2022";;;"13/09/2023";"13/09/2023";"Projeto numa linguagem adequada em Smart ou PC 
1ª parte - aceitação de um file audio (mp3, aac, wav...) com discurso; utilização das ferramentas google (speech e translate) para sacar a transcrição gerando-se um ficheiro de texto - *.srt.
2ª parte - colocação em BD na nuvem do material recolhido: links para os files audio e ficheiro *.srt; app para tratamento desses dados: pesquisa, filtragem, etc. sobre palavras chave (nomes, anos, fontes...).
https://www.youtube.com/watch?v=AyzmS5WeIx4
";;A Aguardar Atribuição;;DEISI359;;;p1059;;p1059;0;
360;Gestão de Acessos - Academia Cristiano Ronaldo;"2022";;;"13/09/2023";"13/09/2023";"Pretende-se criação uma aplicação móvel para gestão de entradas e saídas dos atletas residentes na Academia Cristiano Ronaldo (Sporting Clube de Portugal). 
Atualmente os atletas têm que preencher um formulârio (em papel) solicitando a saída da Academia num determinado espaço temporal. Este formulârio é depois entregue aos responsâveis pelos atletas, que posteriormente aprovam, ou não, a sua saída. O objetivo deste trabalho é que todo este processo fosse automatizado.";108;A Aguardar Atribuição;;DEISI360;;;p5958;;p5958;0;
361;Continuous Integration Template for Qualified/Certified Projects;"2022";;;"14/09/2023";"14/09/2023";"Os projectos desenvolvidos em aeronautica e espaço são validados sob standards e testes bastantes estritos.
Existe a possibilidade que quando se inicia um novo project nesta area, criar em github ou gitlab um processo CI por defeito que valida automaticamente o software produzido contra esses standards.
O aluno iria criar esse CI, que chamaria certos ferramentas de validacao e criar uma pequena demonstração.";17;A Aguardar Atribuição;;DEISI361;;;p6902;;p6902;0;
362;Configurador Grafico de XML e Gerador de Código Aviónico;"2022";;;"14/09/2023";"14/09/2023";Na area de avionica a configuração de software é descrita no formato XML. Dai é possive gerar esqueleto da aplicação. Neste TFC o aluno ira permitir o entendimento facil da descrição feita em XML, mostrando de uma forma gráfica e simples. Assim o programador consegue facilmente ver erros da configuração e gerar sem problemas o código respectivo.;;A Aguardar Atribuição;;DEISI362;;;p6902;;p6902;0;
363;Business Continuity Assessment Tool;"2022";;;"19/09/2023";"19/09/2023";"Software para avaliar o grau de maturidade de uma organização em termos de Continuidade do Negócio.
Ao iniciar um programa de  Capacidade de Continuidade Organizacional, esta ferramenta examina se a organização abordou os elementos fundamentais de um programa de continuidade para permitir o planeamento das operações de continuidade de negócio. Esta app serâ para avaliar um plano e programa de continuidade em relação aos requisitos para um programa e plano de continuidade viâvel.";;A Aguardar Atribuição;;DEISI363;;;p6255;;p6255;0;
364;GPT ArgMine;"2022";;;"09/10/2023";"09/10/2023";Este trabalho final de curso tem como foco o uso de técnicas de aprendizagem de mâquina em conjunto com o ChatGPT para extrair argumentos em conversas de grupo entre estudantes no ensino secundârio. O objetivo é desenvolver um sistema capaz de classificar argumentos em conversas educativas. Ao analisar e entender os argumentos apresentados em tais conversas, este projeto visa fornecer insights valiosos sobre a dinâmica e eficâcia da colaboração estudantil em ambientes de aprendizagem online.;;A Aguardar Atribuição;;DEISI364;;;p5265;;p5265;0;
365;ALQI-DR: tutor inteligente para estudar interações mediadas por algoritmos.;"2022";;;"09/10/2023";"09/10/2023";O projeto pretende implementar p cérebro de um tutor inteligente que funciona como um agregador interativo de notícias . Esta ferramenta educacional não apenas serve como uma plataforma para disseminação de notícias, mas também oferece uma oportunidade única para examinar de perto as interações e comportamentos de jovens indivíduos dentro desses ecossistemas de informações algorítmicas.;;A Aguardar Atribuição;;DEISI365;;;p5265;;p5265;0;
